task_id,read,update,scan,insert,memcached_m,memcached_n,memcached_f,memcached_c,memcached_t,memcached_R,memcached_b,memcached_resource,memcached_replicas,memcached_accepting_connections,memcached_connections_listener_disabled_total,memcached_connections_rejected_total,memcached_connections_total,memcached_connections_yielded_total,memcached_current_connections,memcached_current_items,memcached_items_evicted_total,memcached_items_reclaimed_total,memcached_items_total,memcached_lru_crawler_enabled,memcached_lru_crawler_hot_max_factor,memcached_lru_crawler_hot_percent,memcached_lru_crawler_items_checked_total,memcached_lru_crawler_maintainer_thread,memcached_lru_crawler_moves_to_cold_total,memcached_lru_crawler_moves_to_warm_total,memcached_lru_crawler_moves_within_lru_total,memcached_lru_crawler_reclaimed_total,memcached_lru_crawler_sleep,memcached_lru_crawler_starts_total,memcached_lru_crawler_to_crawl,memcached_lru_crawler_warm_max_factor,memcached_lru_crawler_warm_percent,memcached_max_connections,memcached_process_system_cpu_seconds_total,memcached_process_user_cpu_seconds_total,memcached_slab_chunk_size_bytes,memcached_slab_chunks_free,memcached_slab_chunks_free_end,memcached_slab_chunks_per_page,memcached_slab_chunks_used,memcached_slab_cold_items,memcached_slab_current_chunks,memcached_slab_current_items,memcached_slab_current_pages,memcached_slab_hot_age_seconds,memcached_slab_hot_items,memcached_slab_items_age_seconds,memcached_slab_items_crawler_reclaimed_total,memcached_slab_items_evicted_nonzero_total,memcached_slab_items_evicted_time_seconds,memcached_slab_items_evicted_total,memcached_slab_items_evicted_unfetched_total,memcached_slab_items_expired_unfetched_total,memcached_slab_items_moves_to_cold,memcached_slab_items_moves_to_warm,memcached_slab_items_moves_within_lru,memcached_slab_items_outofmemory_total,memcached_slab_items_reclaimed_total,memcached_slab_items_tailrepairs_total,memcached_slab_lru_hits_total,memcached_slab_warm_age_seconds,memcached_slab_warm_items
221,298.0,87.0,0.0,107.0,798,600,5.78,1096,27,83,1588,19,1,1.0,0.0,0.0,10.33,0.0,3.0,109670.0,0.0,0.0,109779.0,1.0,0.2,20.0,36556.67,1.0,109753.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1096.0,0.94,0.48,648.0,1530.0,0.0,1618.0,88.0,87.0,1618.0,88.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,9.0,18.0,1.0
222,318.0,81.0,0.0,109.0,363,198,4.11,876,5,31,1724,17,1,1.0,0.0,0.0,7.0,0.0,2.67,90230.0,19461.0,0.0,109793.0,1.0,0.2,20.0,30076.67,1.0,109772.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,876.0,0.98,0.35,248.0,4136.0,0.0,4228.0,92.0,92.0,4228.0,92.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0
223,315.0,77.0,0.0,111.0,673,1019,3.7,903,7,29,1195,16,1,1.0,0.0,0.0,10.0,0.0,4.0,109693.0,0.0,0.0,109796.0,1.0,0.2,20.0,36564.33,1.0,109775.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,903.0,0.98,0.36,1072.0,882.0,0.0,978.0,96.0,95.0,978.0,96.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,2.0,1.0,0.0,0.0,0.0,5.0,18.0,1.0
224,268.0,84.0,0.0,108.0,301,639,3.6,933,7,25,1168,16,1,1.0,0.0,0.0,7.0,0.0,2.33,109695.0,0.0,0.0,109795.0,1.0,0.2,20.0,36565.0,1.0,109770.0,6.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,933.0,0.94,0.37,688.0,1437.0,0.0,1524.0,87.0,87.0,1524.0,87.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
225,314.0,78.0,0.0,110.0,673,1023,3.48,735,7,28,1197,25,1,1.0,0.0,0.0,10.33,0.0,2.67,109680.0,0.0,0.0,109771.0,1.0,0.2,20.0,36560.0,1.0,109745.0,8.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,735.0,0.91,0.48,1072.0,897.0,0.0,978.0,81.0,79.0,978.0,81.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.0,1.0,0.0,0.0,0.0,9.0,20.0,2.0
226,328.0,84.0,0.0,108.0,340,438,6.7,1047,9,31,1393,16,1,1.0,0.0,0.0,10.67,0.0,3.0,108571.0,1141.0,0.0,109809.0,1.0,0.2,20.0,36190.33,1.0,109792.0,3.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1047.0,1.06,0.33,488.0,2057.0,0.0,2148.0,91.0,91.0,2148.0,91.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0
227,331.0,92.0,0.0,109.0,718,548,3.23,842,8,88,1252,15,1,1.0,0.0,0.0,7.0,0.0,2.67,109701.0,0.0,0.0,109811.0,1.0,0.2,20.0,36567.0,1.0,109792.0,6.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,842.0,0.99,0.39,600.0,1648.0,0.0,1747.0,99.0,97.0,1747.0,99.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,5.0,1.0,0.0,0.0,0.0,8.0,20.0,2.0
228,321.0,102.0,0.0,114.0,657,578,5.62,1007,10,33,1333,17,1,1.0,0.0,0.0,10.0,0.0,2.33,109710.0,0.0,0.0,109820.0,1.0,0.2,20.0,36570.0,1.0,109803.0,4.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,1007.0,1.04,0.39,632.0,1557.0,0.0,1659.0,102.0,101.0,1659.0,102.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,3.0,4.0,0.0,0.0,0.0,6.0,22.0,1.0
229,319.0,81.0,0.0,105.0,381,456,3.88,896,10,101,1187,27,1,1.0,0.0,0.0,9.0,0.0,3.33,109704.0,0.0,0.0,109813.0,1.0,0.2,20.0,109704.0,1.0,109780.0,3.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,896.0,0.93,0.39,504.0,1985.0,0.0,2080.0,95.0,94.0,2080.0,95.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0
230,369.0,86.0,0.0,116.0,777,501,4.29,652,15,22,1649,25,1,1.0,0.0,0.0,10.67,0.0,2.67,109698.0,0.0,0.0,109805.0,1.0,0.2,20.0,36566.0,1.0,109774.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,652.0,0.86,0.45,552.0,1806.0,0.0,1899.0,93.0,93.0,1899.0,93.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
231,323.0,81.0,0.0,110.0,425,561,2.73,571,6,39,1230,23,1,1.0,0.0,0.0,10.0,0.0,4.33,109723.0,0.0,0.0,109819.0,1.0,0.2,20.0,109723.0,1.0,109806.0,3.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,571.0,0.98,0.4,616.0,1616.0,0.0,1702.0,86.0,86.0,1702.0,86.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0
232,359.0,97.0,0.0,115.0,617,970,3.8,907,7,29,1907,18,1,1.0,0.0,0.0,10.0,0.0,2.33,109733.0,0.0,0.0,109815.0,1.0,0.2,20.0,36577.67,1.0,109797.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,907.0,1.06,0.35,1024.0,946.0,0.0,1024.0,78.0,78.0,1024.0,78.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
233,308.0,86.0,0.0,110.0,641,1016,3.64,978,8,35,1215,17,1,1.0,0.0,0.0,9.33,0.0,2.0,109727.0,0.0,0.0,109820.0,1.0,0.2,20.0,36575.67,1.0,109803.0,5.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,978.0,1.07,0.33,1064.0,902.0,0.0,985.0,83.0,82.0,985.0,83.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,3.0,2.0,0.0,0.0,0.0,5.0,18.0,1.0
234,338.0,84.0,0.0,110.0,831,1022,3.79,866,4,26,1151,17,1,1.0,0.0,0.0,10.67,0.0,3.0,109697.0,0.0,0.0,109798.0,1.0,0.2,20.0,36565.67,1.0,109770.0,3.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,866.0,0.93,0.43,1072.0,892.0,0.0,978.0,86.0,85.0,978.0,86.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,4.0,0.0,0.0,0.0,4.0,16.0,1.0
235,306.0,74.0,0.0,108.0,684,980,3.38,697,5,30,1191,16,1,1.0,0.0,0.0,6.0,0.0,2.33,109698.0,0.0,0.0,109800.0,1.0,0.2,20.0,36566.0,1.0,109777.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,697.0,1.08,0.38,1032.0,924.0,0.0,1016.0,92.0,92.0,1016.0,92.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
236,291.0,76.0,0.0,109.0,690,994,3.4,691,26,30,1164,15,1,1.0,0.0,0.0,10.33,0.0,2.67,109693.0,0.0,0.0,109804.0,1.0,0.2,20.0,36597.33,1.0,109780.0,4.0,3.0,0.0,100.0,1.67,0.0,2.0,40.0,691.0,1.06,0.39,1048.0,903.0,0.0,1000.0,97.0,97.0,1000.0,97.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
237,312.0,84.0,0.0,107.0,705,995,3.44,707,26,31,1169,14,1,1.0,0.0,0.0,10.67,0.0,3.67,109674.0,0.0,0.0,109784.0,1.0,0.2,20.0,36558.0,1.0,109759.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,707.0,0.98,0.37,1048.0,899.0,0.0,1000.0,101.0,101.0,1000.0,101.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
238,355.0,106.0,0.0,118.0,675,984,3.08,694,25,34,1185,15,1,1.0,0.0,0.0,8.0,0.0,2.33,109674.0,0.0,0.0,109781.0,1.0,0.2,20.0,36558.0,1.0,109756.0,5.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,694.0,0.97,0.47,1032.0,921.0,0.0,1016.0,95.0,95.0,1016.0,95.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0
239,407.0,93.0,0.0,119.0,693,947,3.43,662,6,33,1150,16,1,1.0,0.0,0.0,10.0,0.0,2.67,109701.0,0.0,0.0,109798.0,1.0,0.2,20.0,109701.0,1.0,109773.0,3.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,662.0,1.04,0.46,1000.0,966.0,0.0,1048.0,82.0,82.0,1048.0,82.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
240,299.0,79.0,0.0,112.0,722,987,3.28,628,26,42,1204,15,1,1.0,0.0,0.0,11.0,0.0,3.33,109660.0,0.0,0.0,109766.0,1.0,0.2,20.0,109660.0,1.0,109749.0,7.0,7.0,0.0,100.0,2.0,0.0,2.0,40.0,628.0,1.06,0.45,1040.0,914.0,0.0,1008.0,94.0,94.0,1008.0,94.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0
241,317.0,75.0,0.0,109.0,684,1007,3.63,723,24,120,1276,24,1,1.0,0.0,0.0,6.67,0.0,2.33,109713.0,0.0,0.0,109800.0,1.0,0.2,20.0,36571.0,1.0,109782.0,1.0,14.0,0.0,100.0,1.33,0.0,2.0,40.0,723.0,1.02,0.36,1056.0,906.0,0.0,992.0,86.0,86.0,992.0,86.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,308.0,82.0,0.0,110.0,655,991,3.59,742,25,119,1244,24,1,1.0,0.0,0.0,10.0,0.0,3.33,109717.0,0.0,0.0,109818.0,1.0,0.2,20.0,36572.33,1.0,109796.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,742.0,1.0,0.39,1040.0,918.0,0.0,1008.0,90.0,90.0,1008.0,90.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
243,370.0,108.0,0.0,123.0,705,1008,3.64,1992,26,79,1268,24,1,1.0,0.0,0.0,6.33,0.0,2.33,109708.0,0.0,0.0,109805.0,1.0,0.2,20.0,36569.33,1.0,109784.0,6.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1992.0,1.02,0.42,1056.0,904.0,0.0,992.0,88.0,88.0,992.0,88.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
244,321.0,84.0,0.0,110.0,686,964,3.17,692,27,118,1172,13,1,1.0,0.0,0.0,10.0,0.0,4.0,109704.0,0.0,0.0,109809.0,1.0,0.2,20.0,36568.0,1.0,109794.0,3.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,692.0,1.01,0.37,1016.0,932.0,0.0,1032.0,100.0,100.0,1032.0,100.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0
245,339.0,88.0,0.0,112.0,672,1011,3.37,726,11,61,1271,16,1,1.0,0.0,0.0,6.33,0.0,2.67,109676.0,0.0,0.0,109796.0,1.0,0.2,20.0,109676.0,1.0,109773.0,5.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,726.0,0.99,0.45,1064.0,879.0,0.0,985.0,106.0,105.0,985.0,106.0,1.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,4.0,1.0,0.0,0.0,0.0,5.0,30.0,1.0
246,341.0,84.0,0.0,114.0,748,997,1.3,680,25,72,1819,26,1,1.0,0.0,0.0,10.33,0.0,3.33,109708.0,0.0,0.0,109823.0,1.0,0.2,20.0,36569.33,1.0,109792.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,680.0,0.94,0.41,1048.0,896.0,0.0,1000.0,104.0,104.0,1000.0,104.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
247,325.0,91.0,0.0,117.0,696,912,3.77,600,24,91,1296,25,1,1.0,0.0,0.0,10.67,0.0,2.33,109699.0,0.0,0.0,109806.0,1.0,0.2,20.0,36566.33,1.0,109785.0,2.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,600.0,1.05,0.38,960.0,995.0,0.0,1092.0,97.0,97.0,1092.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
248,317.0,85.0,0.0,114.0,730,816,3.93,660,24,122,1781,23,1,1.0,0.0,0.0,6.0,0.0,2.33,109722.0,0.0,0.0,109808.0,1.0,0.2,20.0,36574.0,1.0,109792.0,6.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,660.0,0.96,0.42,864.0,1131.0,0.0,1213.0,82.0,81.0,1213.0,82.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,4.0,0.0,0.0,0.0,1.0,21.0,1.0
249,307.0,84.0,0.0,108.0,667,1008,2.83,772,28,110,1322,24,1,1.0,0.0,0.0,10.0,0.0,3.0,109656.0,0.0,0.0,109768.0,1.0,0.2,20.0,36552.0,1.0,109749.0,5.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,772.0,0.98,0.39,1056.0,893.0,0.0,992.0,99.0,98.0,992.0,99.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,3.0,1.0,0.0,0.0,0.0,4.0,16.0,1.0
250,330.0,96.0,0.0,110.0,367,468,5.4,1058,9,114,1131,25,1,1.0,0.0,0.0,8.0,0.0,2.67,109703.0,0.0,0.0,109809.0,1.0,0.2,20.0,36567.67,1.0,109785.0,5.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1058.0,0.94,0.41,520.0,1918.0,0.0,2016.0,98.0,97.0,2016.0,98.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,4.0,0.0,0.0,0.0,4.0,17.0,1.0
251,368.0,88.0,0.0,112.0,505,981,6.03,635,5,127,1226,15,1,1.0,0.0,0.0,11.67,0.0,2.67,84751.0,24973.0,0.0,109813.0,1.0,0.2,20.0,84751.0,1.0,109795.0,5.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,635.0,1.11,0.33,1032.0,937.0,0.0,1016.0,79.0,79.0,1016.0,79.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
252,354.0,111.0,0.0,125.0,324,353,3.02,714,9,58,1347,8,1,1.0,0.0,0.0,10.67,0.0,3.0,97123.0,12564.0,0.0,109789.0,1.0,0.2,20.0,32374.33,1.0,109764.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,714.0,1.04,0.43,408.0,2480.0,0.0,2570.0,90.0,90.0,2570.0,90.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
253,333.0,82.0,0.0,108.0,685,967,5.69,577,30,29,1961,22,1,1.0,0.0,0.0,6.0,0.0,2.0,109710.0,0.0,0.0,109819.0,1.0,0.2,20.0,73140.0,1.0,109794.0,3.0,3.0,0.0,100.0,1.67,0.0,2.0,40.0,577.0,1.03,0.43,1016.0,938.0,0.0,1032.0,94.0,93.0,1032.0,94.0,1.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,3.0,0.0,0.0,0.0,5.0,30.0,1.0
254,292.0,81.0,0.0,107.0,398,1024,3.51,754,8,37,1286,6,1,1.0,0.0,0.0,6.0,0.0,2.0,109707.0,0.0,0.0,109799.0,1.0,0.2,20.0,36569.0,1.0,109780.0,7.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,754.0,0.96,0.39,1072.0,892.0,0.0,978.0,86.0,85.0,978.0,86.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,4.0,4.0,0.0,0.0,0.0,8.0,22.0,1.0
255,308.0,83.0,0.0,108.0,439,528,4.01,1018,10,87,1247,24,1,1.0,0.0,0.0,6.0,0.0,3.0,109724.0,0.0,0.0,109826.0,1.0,0.2,20.0,109724.0,1.0,109802.0,3.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1018.0,0.98,0.36,576.0,1729.0,0.0,1820.0,91.0,91.0,1820.0,91.0,1.0,0.0,0.0,40.33,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
256,312.0,81.0,0.0,111.0,649,483,1.44,610,13,77,1209,16,1,1.0,0.0,0.0,6.0,0.0,2.33,109677.0,0.0,0.0,109782.0,1.0,0.2,20.0,73118.0,1.0,109760.0,3.0,0.0,0.0,100.0,1.67,0.0,2.0,40.0,610.0,0.99,0.38,536.0,1859.0,0.0,1956.0,97.0,96.0,1956.0,97.0,1.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,0.0,0.0,2.0,38.0,1.0
257,297.0,95.0,0.0,112.0,715,589,1.19,686,12,46,1201,26,1,1.0,0.0,0.0,6.0,0.0,2.67,109693.0,0.0,0.0,109801.0,1.0,0.2,20.0,36564.33,1.0,109654.33,5.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,686.0,0.85,0.45,640.0,1540.0,0.0,1638.0,98.0,98.0,1638.0,98.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
258,288.0,79.0,0.0,107.0,352,953,4.9,533,7,30,1183,23,1,1.0,0.0,0.0,6.0,0.0,2.33,74503.0,35183.0,0.0,109786.0,1.0,0.2,20.0,24834.33,1.0,109760.0,2.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,533.0,0.99,0.36,1008.0,949.0,0.0,1040.0,91.0,91.0,1040.0,91.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,2.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0
259,289.0,86.0,0.0,107.0,382,188,4.68,1100,29,85,1314,25,1,1.0,0.0,0.0,6.0,0.0,3.0,75525.0,34173.0,0.0,109795.0,1.0,0.2,20.0,75525.0,1.0,109769.0,5.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,1100.0,0.94,0.48,240.0,4282.0,0.0,4369.0,87.0,87.0,4369.0,87.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
260,376.0,86.0,0.0,112.0,454,153,3.24,655,24,24,1104,27,1,1.0,0.0,0.0,11.0,0.0,3.33,109704.0,0.0,0.0,109798.0,1.0,0.2,20.0,109704.0,1.0,109773.0,3.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,655.0,0.97,0.46,208.0,4981.0,0.0,5041.0,60.0,59.0,5041.0,60.0,1.0,0.0,0.0,42.33,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,2.0,34.33,1.0
261,330.0,90.0,0.0,113.0,414,125,2.1,1040,10,36,1158,16,1,1.0,0.0,0.0,7.67,0.0,2.33,109716.0,0.0,0.0,109816.0,1.0,0.2,20.0,109716.0,1.0,109793.0,2.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,1040.0,0.99,0.37,376.0,2699.0,0.0,2788.0,89.0,89.0,2788.0,89.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
262,290.0,83.0,0.0,111.0,633,168,1.77,963,11,74,1381,3,1,1.0,0.0,0.0,9.0,0.0,2.67,109724.0,0.0,0.0,109809.0,1.0,0.2,20.0,36574.67,1.0,109794.0,5.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,963.0,0.97,0.46,216.0,4775.0,0.0,4854.0,79.0,78.0,4854.0,79.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,2.0,4.0,0.0,0.0,0.0,6.0,21.0,1.0
263,331.0,80.0,0.0,106.0,342,939,7.62,721,15,44,1430,24,1,1.0,0.0,0.0,9.33,0.0,2.67,47120.0,62577.0,0.0,109767.0,1.0,0.2,20.0,15706.67,1.0,109750.0,2.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,721.0,1.0,0.37,992.0,995.0,0.0,1057.0,62.0,62.0,1057.0,62.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
264,321.0,82.0,0.0,109.0,470,503,4.38,579,19,89,1234,27,1,1.0,0.0,0.0,7.67,0.0,2.0,109699.0,0.0,0.0,109811.0,1.0,0.2,20.0,36566.33,1.0,109799.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,579.0,0.94,0.39,552.0,1798.0,0.0,1899.0,101.0,101.0,1899.0,101.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0
265,326.0,83.0,0.0,108.0,687,323,1.57,1077,27,70,1354,26,1,1.0,0.0,0.0,11.67,0.0,3.33,109694.0,0.0,0.0,109778.0,1.0,0.2,20.0,109694.0,1.0,109764.0,5.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,1077.0,0.95,0.41,376.0,2709.0,0.0,2788.0,79.0,78.0,2788.0,79.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,3.0,1.0,0.0,0.0,0.0,2.0,33.0,1.0
266,305.0,82.0,0.0,108.0,590,546,9.88,1010,6,32,1253,14,1,1.0,0.0,0.0,9.0,0.0,2.33,103750.0,5960.0,0.0,109808.0,1.0,0.2,20.0,103750.0,1.0,109789.0,2.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,1010.0,1.09,0.44,600.0,1661.0,0.0,1747.0,86.0,86.0,1747.0,86.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
267,282.0,89.0,0.0,108.0,808,422,2.44,782,26,27,1283,17,1,1.0,0.0,0.0,10.33,0.0,3.0,109692.0,0.0,0.0,109780.0,1.0,0.2,20.0,36564.0,1.0,109760.0,4.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,782.0,0.94,0.43,472.0,2142.0,0.0,2221.0,79.0,79.0,2221.0,79.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
268,343.0,87.0,0.0,107.0,362,603,1.93,628,22,38,1334,10,1,1.0,0.0,0.0,6.0,0.0,3.0,109698.0,0.0,0.0,109796.0,1.0,0.2,20.0,36566.0,1.0,109778.0,3.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,628.0,0.98,0.35,656.0,1510.0,0.0,1598.0,88.0,88.0,1598.0,88.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
269,330.0,87.0,0.0,113.0,671,565,5.19,665,8,40,1417,28,1,1.0,0.0,0.0,6.0,0.0,3.0,109659.0,0.0,0.0,109770.0,1.0,0.2,20.0,36553.0,1.0,109747.0,2.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,665.0,0.98,0.44,616.0,1602.0,0.0,1702.0,100.0,100.0,1702.0,100.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0
